imageId,age,gender,combine
1361,60,1,60-1
1362,85,0,85-0
1363,40,0,40-0
1364,50,0,50-0
1365,35,0,35-0
1366,20,1,20-1
1367,75,0,75-0
1368,50,0,50-0
1369,85,0,85-0
1370,35,0,35-0
1371,70,0,70-0
1372,70,1,70-1
1373,20,1,20-1
1374,60,0,60-0
1375,70,0,70-0
1376,70,0,70-0
1377,60,0,60-0
1378,65,0,65-0
1379,40,1,40-1
1380,25,0,25-0
1381,55,0,55-0
1382,40,1,40-1
1383,65,1,65-1
1384,40,0,40-0
1385,80,0,80-0
1386,65,1,65-1
1387,40,0,40-0
1388,60,0,60-0
1389,50,0,50-0
1390,25,0,25-0
1391,30,0,30-0
1392,65,0,65-0
1393,35,0,35-0
1394,55,0,55-0
1395,85,0,85-0
1396,55,0,55-0
1397,55,0,55-0
1398,65,1,65-1
1399,25,0,25-0
1400,45,0,45-0
1401,55,1,55-1
1402,55,0,55-0
1403,15,1,15-1
1404,40,0,40-0
1405,70,1,70-1
1406,60,0,60-0
1407,60,1,60-1
1408,45,0,45-0
1409,40,0,40-0
1410,60,0,60-0
1411,60,1,60-1
1412,60,1,60-1
1413,65,1,65-1
1414,65,0,65-0
1415,85,0,85-0
1416,60,0,60-0
1417,35,0,35-0
1418,45,0,45-0
1419,65,1,65-1
1420,75,1,75-1
1421,40,0,40-0
1422,80,1,80-1
1423,60,1,60-1
1424,65,0,65-0
1425,40,0,40-0
1426,55,1,55-1
1427,40,0,40-0
1428,25,0,25-0
1429,50,0,50-0
1430,60,0,60-0
1431,20,1,20-1
1432,65,0,65-0
1433,60,0,60-0
1434,35,0,35-0
1435,65,1,65-1
1436,50,1,50-1
1437,85,0,85-0
1438,15,1,15-1
1439,40,1,40-1
1440,50,1,50-1
1441,45,0,45-0
1442,75,1,75-1
1443,50,0,50-0
1444,20,1,20-1
1445,45,0,45-0
1446,30,0,30-0
1447,40,1,40-1
1448,60,1,60-1
1449,65,1,65-1
1450,50,1,50-1
1451,45,1,45-1
1452,65,1,65-1
1453,35,0,35-0
1454,50,1,50-1
1455,35,1,35-1
1456,25,1,25-1
1457,65,0,65-0
1458,50,0,50-0
1459,30,1,30-1
1460,25,0,25-0
1461,60,0,60-0
1462,20,1,20-1
1463,40,0,40-0
1464,30,1,30-1
1465,55,1,55-1
1466,40,1,40-1
1467,45,1,45-1
1468,70,1,70-1
1469,35,0,35-0
1470,35,0,35-0
1471,60,0,60-0
1472,25,1,25-1
1473,40,1,40-1
1474,85,1,85-1
1475,70,1,70-1
1476,45,1,45-1
1477,60,1,60-1
1478,20,0,20-0
1479,25,1,25-1
1480,55,1,55-1
1481,25,0,25-0
1482,45,1,45-1
1483,35,1,35-1
1484,35,1,35-1
1485,50,0,50-0
1486,45,1,45-1
1487,65,1,65-1
1488,70,1,70-1
1489,65,0,65-0
1490,45,1,45-1
1491,45,0,45-0
1492,25,0,25-0
1493,45,1,45-1
1494,20,0,20-0
1495,50,0,50-0
1496,25,0,25-0
1497,85,0,85-0
1498,60,1,60-1
1499,60,1,60-1
1500,70,1,70-1
1501,50,0,50-0
1502,20,0,20-0
1503,20,1,20-1
1504,60,1,60-1
1505,75,1,75-1
1506,25,1,25-1
1507,70,0,70-0
1508,35,1,35-1
1509,15,1,15-1
1510,60,0,60-0
1511,30,0,30-0
1512,45,1,45-1
1513,40,0,40-0
1514,65,1,65-1
1515,45,1,45-1
1516,40,1,40-1
1517,35,0,35-0
1518,15,0,15-0
1519,75,1,75-1
1520,65,1,65-1
1521,25,1,25-1
1522,65,0,65-0
1523,65,0,65-0
1524,75,0,75-0
1525,20,1,20-1
1526,75,1,75-1
1527,60,0,60-0
1528,50,1,50-1
1529,80,0,80-0
1530,55,0,55-0
1531,40,1,40-1
1532,60,0,60-0
1533,65,1,65-1
1534,55,0,55-0
1535,35,0,35-0
1536,20,1,20-1
1537,50,1,50-1
1538,55,0,55-0
1539,25,0,25-0
1540,65,1,65-1
1541,65,1,65-1
1542,75,0,75-0
1543,65,1,65-1
1544,35,1,35-1
1545,40,0,40-0
1546,55,1,55-1
1547,70,0,70-0
1548,70,1,70-1
1549,65,1,65-1
1550,40,1,40-1
1551,65,0,65-0
1552,50,0,50-0
1553,25,0,25-0
1554,70,1,70-1
1555,70,0,70-0
1556,50,0,50-0
1557,45,1,45-1
1558,65,0,65-0
1559,50,0,50-0
1560,30,0,30-0
1561,60,1,60-1
1562,45,0,45-0
1563,65,0,65-0
1564,60,1,60-1
1565,55,0,55-0
1566,55,0,55-0
1567,85,1,85-1
1568,25,1,25-1
1569,85,0,85-0
1570,60,0,60-0
1571,50,0,50-0
1572,20,1,20-1
1573,50,1,50-1
1574,45,0,45-0
1575,45,1,45-1
1576,80,1,80-1
1577,75,0,75-0
1578,50,1,50-1
1579,40,1,40-1
1580,40,0,40-0
1581,60,1,60-1
1582,60,0,60-0
1583,55,0,55-0
1584,35,0,35-0
1585,65,1,65-1
1586,75,0,75-0
1587,35,1,35-1
1588,15,1,15-1
1589,45,0,45-0
1590,65,1,65-1
1591,40,0,40-0
1592,50,0,50-0
1593,65,1,65-1
1594,70,0,70-0
1595,30,0,30-0
1596,50,1,50-1
1597,70,0,70-0
1598,65,0,65-0
1599,35,0,35-0
1600,40,1,40-1
1601,60,1,60-1
1602,40,0,40-0
1603,30,1,30-1
1604,60,1,60-1
1605,85,0,85-0
1606,55,1,55-1
1607,65,0,65-0
1608,30,0,30-0
1609,85,1,85-1
1610,35,0,35-0
1611,45,0,45-0
1612,20,0,20-0
1613,25,0,25-0
1614,65,0,65-0
1615,60,0,60-0
1616,70,1,70-1
1617,45,0,45-0
1618,75,0,75-0
1619,45,0,45-0
1620,20,0,20-0
1621,75,1,75-1
1622,70,1,70-1
1623,40,1,40-1
1624,45,1,45-1
1625,40,0,40-0
1626,75,1,75-1
1627,50,1,50-1
1628,75,0,75-0
1629,70,0,70-0
1630,30,0,30-0
1631,45,0,45-0
1632,25,1,25-1
1633,55,1,55-1
1634,45,0,45-0
1635,65,1,65-1
1636,75,1,75-1
1637,25,1,25-1
1638,35,0,35-0
1639,70,0,70-0
1640,70,0,70-0
1641,85,0,85-0
1642,85,0,85-0
1643,75,0,75-0
1644,45,1,45-1
1645,30,0,30-0
1646,70,1,70-1
1647,70,1,70-1
1648,30,1,30-1
1649,25,0,25-0
1650,70,0,70-0
1651,65,1,65-1
1652,55,0,55-0
1653,25,0,25-0
1654,70,0,70-0
1655,50,0,50-0
1656,65,1,65-1
1657,20,0,20-0
1658,60,0,60-0
1659,20,1,20-1
1660,70,1,70-1
1661,65,0,65-0
1662,70,1,70-1
1663,35,1,35-1
1664,70,1,70-1
1665,65,0,65-0
1666,35,1,35-1
1667,70,0,70-0
1668,75,0,75-0
1669,50,0,50-0
1670,65,0,65-0
1671,60,0,60-0
1672,30,1,30-1
1673,30,1,30-1
1674,60,0,60-0
1675,85,1,85-1
1676,50,0,50-0
1677,55,1,55-1
1678,65,0,65-0
1679,20,0,20-0
1680,35,0,35-0
1681,45,1,45-1
1682,35,0,35-0
1683,60,1,60-1
1684,40,0,40-0
1685,65,1,65-1
1686,55,0,55-0
1687,45,1,45-1
1688,40,0,40-0
1689,30,1,30-1
1690,45,0,45-0
1691,50,1,50-1
1692,55,1,55-1
1693,55,0,55-0
1694,25,1,25-1
1695,30,0,30-0
1696,75,1,75-1
1697,70,0,70-0
1698,70,1,70-1
1699,45,0,45-0
1700,20,0,20-0
1701,80,0,80-0
1702,55,0,55-0
1703,30,1,30-1
1704,70,1,70-1
1705,55,1,55-1
1706,40,1,40-1
1707,25,1,25-1
1708,35,1,35-1
1709,35,1,35-1
1710,45,0,45-0
1711,75,0,75-0
1712,30,1,30-1
1713,45,0,45-0
1714,25,1,25-1
1715,60,1,60-1
1716,60,0,60-0
1717,45,0,45-0
1718,30,1,30-1
1719,20,0,20-0
1720,55,0,55-0
1721,50,0,50-0
1722,30,0,30-0
1723,65,0,65-0
1724,25,0,25-0
1725,65,0,65-0
1726,35,1,35-1
1727,65,1,65-1
1728,60,1,60-1
1729,30,1,30-1
1730,25,1,25-1
1731,80,1,80-1
1732,40,0,40-0
1733,60,0,60-0
1734,30,0,30-0
1735,60,0,60-0
1736,50,0,50-0
1737,50,0,50-0
1738,70,1,70-1
1739,15,0,15-0
1740,65,0,65-0
1741,40,1,40-1
1742,40,1,40-1
1743,30,0,30-0
1744,35,0,35-0
1745,75,1,75-1
1746,60,0,60-0
1747,40,0,40-0
1748,75,1,75-1
1749,65,1,65-1
1750,45,0,45-0
1751,35,0,35-0
1752,45,0,45-0
1753,20,1,20-1
1754,70,1,70-1
1755,50,1,50-1
1756,75,0,75-0
1757,20,0,20-0
1758,35,1,35-1
1759,70,0,70-0
1760,55,0,55-0
1761,25,1,25-1
1762,75,1,75-1
1763,40,1,40-1
1764,50,0,50-0
1765,60,0,60-0
1766,20,1,20-1
1767,65,0,65-0
1768,35,1,35-1
1769,40,1,40-1
1770,75,0,75-0
1771,55,1,55-1
1772,70,1,70-1
1773,60,0,60-0
1774,35,1,35-1
1775,30,1,30-1
1776,55,1,55-1
1777,65,0,65-0
1778,80,1,80-1
1779,35,1,35-1
1780,55,1,55-1
1781,20,0,20-0
1782,20,0,20-0
1783,50,0,50-0
1784,65,1,65-1
1785,65,1,65-1
1786,65,1,65-1
1787,30,0,30-0
1788,30,0,30-0
1789,80,0,80-0
1790,25,1,25-1
1791,70,0,70-0
1792,20,0,20-0
1793,60,0,60-0
1794,35,1,35-1
1795,50,0,50-0
1796,15,0,15-0
1797,20,1,20-1
1798,50,1,50-1
1799,35,1,35-1
1800,35,1,35-1
1801,60,0,60-0
1802,45,1,45-1
1803,85,1,85-1
1804,50,1,50-1
1805,50,1,50-1
1806,75,0,75-0
1807,25,0,25-0
1808,55,0,55-0
1809,55,0,55-0
1810,55,1,55-1
1811,75,0,75-0
1812,75,1,75-1
1813,25,1,25-1
1814,25,1,25-1
1815,50,1,50-1
1816,35,0,35-0
1817,70,0,70-0
1818,20,0,20-0
1819,30,0,30-0
1820,30,0,30-0
1821,45,1,45-1
1822,40,1,40-1
1823,65,0,65-0
1824,60,0,60-0
1825,45,0,45-0
1826,25,1,25-1
1827,25,1,25-1
1828,35,1,35-1
1829,30,0,30-0
1830,60,0,60-0
1831,70,0,70-0
1832,50,0,50-0
1833,35,0,35-0
1834,60,1,60-1
1835,70,1,70-1
1836,65,0,65-0
1837,60,1,60-1
1838,70,1,70-1
1839,20,0,20-0
1840,70,1,70-1
1841,60,0,60-0
1842,65,0,65-0
1843,65,0,65-0
1844,70,1,70-1
1845,35,1,35-1
1846,60,1,60-1
1847,60,1,60-1
1848,25,1,25-1
1849,30,0,30-0
1850,80,1,80-1
1851,25,1,25-1
1852,25,1,25-1
1853,25,0,25-0
1854,50,0,50-0
1855,40,1,40-1
1856,55,0,55-0
1857,60,1,60-1
1858,65,1,65-1
1859,55,1,55-1
1860,65,0,65-0
1861,20,0,20-0
1862,45,0,45-0
1863,65,0,65-0
1864,35,0,35-0
1865,65,0,65-0
1866,75,1,75-1
1867,65,0,65-0
1868,50,0,50-0
1869,55,0,55-0
1870,60,1,60-1
1871,70,0,70-0
1872,20,0,20-0
1873,50,0,50-0
1874,65,1,65-1
1875,45,1,45-1
1876,30,1,30-1
1877,55,0,55-0
1878,60,0,60-0
1879,35,1,35-1
1880,30,0,30-0
1881,65,1,65-1
1882,55,0,55-0
1883,55,1,55-1
1884,85,0,85-0
1885,15,0,15-0
1886,30,1,30-1
1887,75,0,75-0
1888,65,1,65-1
1889,70,1,70-1
1890,45,1,45-1
1891,30,0,30-0
1892,20,1,20-1
1893,55,1,55-1
1894,60,1,60-1
1895,50,0,50-0
1896,45,1,45-1
1897,50,1,50-1
1898,20,0,20-0
1899,25,0,25-0
1900,25,0,25-0
1901,55,1,55-1
1902,80,1,80-1
1903,55,1,55-1
1904,50,0,50-0
1905,15,0,15-0
1906,60,1,60-1
1907,65,0,65-0
1908,70,1,70-1
1909,20,0,20-0
1910,30,1,30-1
1911,35,1,35-1
1912,60,0,60-0
1913,60,1,60-1
1914,80,0,80-0
1915,20,1,20-1
1916,25,0,25-0
1917,30,0,30-0
1918,60,0,60-0
1919,35,0,35-0
1920,80,1,80-1
1921,65,0,65-0
1922,85,0,85-0
1923,25,1,25-1
1924,65,1,65-1
1925,25,1,25-1
1926,35,0,35-0
1927,50,0,50-0
1928,60,0,60-0
1929,80,1,80-1
1930,60,1,60-1
1931,55,0,55-0
1932,20,0,20-0
1933,50,1,50-1
1934,55,0,55-0
1935,55,1,55-1
1936,50,1,50-1
1937,65,0,65-0
1938,75,0,75-0
1939,55,1,55-1
1940,60,0,60-0
1941,65,1,65-1
1942,30,1,30-1
1943,55,0,55-0
1944,65,0,65-0
1945,35,1,35-1
1946,60,1,60-1
1947,75,0,75-0
1948,30,0,30-0
1949,20,1,20-1
1950,35,1,35-1
1951,70,0,70-0
1952,30,1,30-1
1953,60,1,60-1
1954,55,1,55-1
1955,20,0,20-0
1956,65,1,65-1
1957,50,0,50-0
1958,45,1,45-1
1959,30,1,30-1
1960,40,1,40-1
1961,25,1,25-1
1962,70,1,70-1
1963,20,0,20-0
1964,45,1,45-1
1965,25,0,25-0
1966,25,1,25-1
1967,15,1,15-1
1968,40,1,40-1
1969,65,0,65-0
1970,25,0,25-0
1971,50,0,50-0
1972,50,1,50-1
1973,30,1,30-1
1974,20,0,20-0
1975,35,1,35-1
1976,50,1,50-1
1977,70,1,70-1
1978,55,0,55-0
1979,40,0,40-0
1980,35,1,35-1
1981,80,1,80-1
1982,80,0,80-0
1983,70,1,70-1
1984,80,0,80-0
1985,20,0,20-0
1986,35,1,35-1
1987,65,1,65-1
1988,80,1,80-1
1989,50,1,50-1
1990,20,1,20-1
1991,60,1,60-1
1992,35,0,35-0
1993,65,0,65-0
1994,60,1,60-1
1995,60,0,60-0
1996,35,0,35-0
1997,55,0,55-0
1998,55,1,55-1
1999,35,0,35-0
2000,25,1,25-1
2001,20,0,20-0
2002,45,0,45-0
2003,45,0,45-0
2004,75,0,75-0
2005,40,0,40-0
2006,60,1,60-1
2007,60,1,60-1
2008,65,0,65-0
2009,70,1,70-1
2010,75,1,75-1
2011,70,1,70-1
2012,70,1,70-1
2013,75,0,75-0
2014,85,0,85-0
2015,75,0,75-0
2016,55,1,55-1
2017,40,1,40-1
2018,30,0,30-0
2019,60,0,60-0
2020,70,0,70-0
2021,50,1,50-1
2022,50,0,50-0
2023,30,1,30-1
2024,50,1,50-1
2025,55,0,55-0
2026,65,1,65-1
2027,25,1,25-1
2028,70,1,70-1
2029,70,1,70-1
2030,25,1,25-1
2031,60,1,60-1
2032,80,0,80-0
2033,40,1,40-1
2034,40,0,40-0
2035,35,0,35-0
2036,55,1,55-1
2037,20,0,20-0
2038,50,1,50-1
2039,50,0,50-0
2040,40,1,40-1
2041,60,0,60-0
2042,35,1,35-1
2043,55,0,55-0
2044,25,1,25-1
2045,20,0,20-0
2046,20,0,20-0
2047,35,0,35-0
2048,50,0,50-0
2049,75,1,75-1
2050,70,1,70-1
2051,60,0,60-0
2052,35,0,35-0
2053,35,1,35-1
2054,55,0,55-0
2055,40,0,40-0
2056,65,1,65-1
2057,50,1,50-1
2058,45,1,45-1
2059,55,0,55-0
2060,70,0,70-0
2061,30,1,30-1
2062,45,0,45-0
2063,30,0,30-0
2064,50,0,50-0
2065,50,1,50-1
2066,25,1,25-1
2067,35,1,35-1
2068,20,1,20-1
2069,50,0,50-0
2070,20,0,20-0
2071,45,0,45-0
2072,50,1,50-1
2073,50,1,50-1
2074,60,1,60-1
2075,55,0,55-0
2076,40,0,40-0
2077,20,1,20-1
2078,80,0,80-0
2079,25,1,25-1
2080,20,1,20-1
2081,65,1,65-1
2082,50,0,50-0
2083,25,0,25-0
2084,60,1,60-1
2085,45,0,45-0
2086,20,0,20-0
2087,45,1,45-1
2088,75,0,75-0
2089,55,1,55-1
2090,25,1,25-1
2091,55,0,55-0
2092,20,1,20-1
2093,55,1,55-1
2094,25,1,25-1
2095,60,1,60-1
2096,30,1,30-1
2097,50,0,50-0
2098,25,0,25-0
2099,20,0,20-0
2100,45,0,45-0
2101,20,1,20-1
2102,35,1,35-1
2103,55,0,55-0
2104,40,0,40-0
2105,60,0,60-0
2106,20,1,20-1
2107,55,1,55-1
2108,35,1,35-1
2109,25,1,25-1
2110,15,1,15-1
2111,40,0,40-0
2112,25,1,25-1
2113,25,1,25-1
2114,25,1,25-1
2115,30,0,30-0
2116,25,0,25-0
2117,50,0,50-0
2118,60,1,60-1
2119,20,0,20-0
2120,40,0,40-0
2121,20,1,20-1
2122,75,1,75-1
2123,50,0,50-0
2124,60,0,60-0
2125,60,0,60-0
2126,50,0,50-0
2127,50,0,50-0
2128,50,1,50-1
2129,60,1,60-1
2130,75,0,75-0
2131,55,1,55-1
2132,40,1,40-1
2133,55,1,55-1
2134,45,0,45-0
2135,60,0,60-0
2136,55,0,55-0
2137,40,0,40-0
2138,55,1,55-1
2139,20,1,20-1
2140,65,0,65-0
2141,30,0,30-0
2142,55,0,55-0
2143,35,1,35-1
2144,75,1,75-1
2145,45,1,45-1
2146,85,0,85-0
2147,85,0,85-0
2148,60,0,60-0
2149,85,1,85-1
2150,55,1,55-1
2151,65,1,65-1
2152,65,1,65-1
2153,30,1,30-1
2154,35,1,35-1
2155,55,1,55-1
2156,65,0,65-0
2157,55,1,55-1
2158,70,1,70-1
2159,50,0,50-0
2160,40,0,40-0
2161,65,1,65-1
2162,65,0,65-0
2163,65,1,65-1
2164,85,1,85-1
2165,45,0,45-0
2166,45,0,45-0
2167,15,0,15-0
2168,85,0,85-0
2169,15,1,15-1
2170,65,1,65-1
2171,25,1,25-1
2172,20,0,20-0
2173,45,1,45-1
2174,60,0,60-0
2175,35,0,35-0
2176,35,0,35-0
2177,65,1,65-1
2178,65,0,65-0
2179,15,0,15-0
2180,45,0,45-0
2181,60,1,60-1
2182,55,0,55-0
2183,60,1,60-1
2184,70,0,70-0
2185,55,1,55-1
2186,40,1,40-1
2187,60,1,60-1
2188,40,0,40-0
2189,70,0,70-0
2190,30,0,30-0
2191,60,0,60-0
2192,65,0,65-0
2193,60,0,60-0
2194,30,0,30-0
2195,65,0,65-0
2196,65,1,65-1
2197,40,0,40-0
2198,65,1,65-1
2199,15,0,15-0
2200,35,1,35-1
2201,65,0,65-0
2202,65,0,65-0
2203,75,0,75-0
2204,35,0,35-0
2205,70,0,70-0
2206,70,1,70-1
2207,25,1,25-1
2208,30,0,30-0
2209,40,1,40-1
2210,55,0,55-0
2211,60,1,60-1
2212,75,0,75-0
2213,30,0,30-0
2214,75,0,75-0
2215,70,0,70-0
2216,75,1,75-1
2217,55,1,55-1
2218,25,0,25-0
2219,80,0,80-0
2220,55,0,55-0
2221,35,0,35-0
2222,20,0,20-0
2223,30,0,30-0
2224,25,0,25-0
2225,35,0,35-0
2226,20,1,20-1
2227,60,1,60-1
2228,80,1,80-1
2229,35,1,35-1
2230,55,0,55-0
2231,70,0,70-0
2232,50,0,50-0
2233,55,1,55-1
2234,70,0,70-0
2235,25,0,25-0
2236,55,0,55-0
2237,55,1,55-1
2238,65,1,65-1
2239,65,1,65-1
2240,60,1,60-1
2241,30,1,30-1
2242,60,1,60-1
2243,60,0,60-0
2244,70,0,70-0
2245,20,1,20-1
2246,40,0,40-0
2247,80,1,80-1
2248,40,0,40-0
2249,55,1,55-1
2250,35,1,35-1
2251,60,1,60-1
2252,35,1,35-1
2253,75,1,75-1
2254,70,0,70-0
2255,65,0,65-0
2256,30,1,30-1
2257,70,0,70-0
2258,65,1,65-1
2259,60,1,60-1
2260,50,1,50-1
2261,30,0,30-0
2262,35,1,35-1
2263,60,1,60-1
2264,20,0,20-0
2265,20,1,20-1
2266,20,1,20-1
2267,30,0,30-0
2268,80,1,80-1
2269,50,1,50-1
2270,25,1,25-1
2271,60,1,60-1
2272,55,0,55-0
2273,35,0,35-0
2274,50,0,50-0
2275,45,0,45-0
2276,25,0,25-0
2277,40,1,40-1
2278,65,1,65-1
2279,25,1,25-1
2280,70,0,70-0
2281,20,0,20-0
2282,70,1,70-1
2283,75,1,75-1
2284,50,1,50-1
2285,60,1,60-1
2286,30,0,30-0
2287,35,1,35-1
2288,60,0,60-0
2289,60,0,60-0
2290,70,0,70-0
2291,20,0,20-0
2292,45,0,45-0
2293,50,1,50-1
2294,30,1,30-1
2295,35,1,35-1
2296,45,0,45-0
2297,65,1,65-1
2298,60,0,60-0
2299,20,1,20-1
2300,60,1,60-1
2301,75,1,75-1
2302,40,0,40-0
2303,25,1,25-1
2304,40,1,40-1
2305,80,0,80-0
2306,50,0,50-0
2307,40,1,40-1
2308,20,1,20-1
2309,55,0,55-0
2310,85,0,85-0
2311,45,1,45-1
2312,65,1,65-1
2313,35,1,35-1
2314,70,1,70-1
2315,70,1,70-1
2316,45,1,45-1
2317,60,1,60-1
2318,30,1,30-1
2319,75,0,75-0
2320,70,1,70-1
2321,50,1,50-1
2322,55,0,55-0
2323,40,1,40-1
2324,65,1,65-1
2325,45,0,45-0
2326,65,0,65-0
2327,55,0,55-0
2328,55,0,55-0
2329,25,1,25-1
2330,45,0,45-0
2331,20,0,20-0
2332,60,0,60-0
2333,50,1,50-1
2334,50,1,50-1
2335,65,0,65-0
2336,70,0,70-0
2337,25,1,25-1
2338,45,1,45-1
2339,75,1,75-1
2340,30,1,30-1
2341,45,0,45-0
2342,55,1,55-1
2343,55,1,55-1
2344,55,0,55-0
2345,30,1,30-1
2346,60,1,60-1
2347,40,1,40-1
2348,60,0,60-0
2349,65,1,65-1
2350,35,0,35-0
2351,80,1,80-1
2352,65,0,65-0
2353,20,1,20-1
2354,45,0,45-0
2355,75,0,75-0
2356,55,1,55-1
2357,85,1,85-1
2358,25,1,25-1
2359,75,1,75-1
2360,35,1,35-1
2361,50,0,50-0
2362,55,0,55-0
2363,45,1,45-1
2364,55,0,55-0
2365,70,0,70-0
2366,45,0,45-0
2367,80,0,80-0
2368,70,0,70-0
2369,55,1,55-1
2370,35,1,35-1
2371,60,0,60-0
2372,65,0,65-0
2373,35,1,35-1
2374,20,1,20-1
2375,65,1,65-1
2376,30,0,30-0
2377,65,0,65-0
2378,20,1,20-1
2379,20,1,20-1
2380,85,0,85-0
2381,50,0,50-0
2382,20,1,20-1
2383,75,0,75-0
2384,60,0,60-0
2385,45,1,45-1
2386,40,0,40-0
2387,75,1,75-1
2388,25,1,25-1
2389,85,1,85-1
2390,50,0,50-0
2391,30,1,30-1
2392,80,1,80-1
2393,85,0,85-0
2394,50,1,50-1
2395,75,1,75-1
2396,60,0,60-0
2397,55,1,55-1
2398,30,0,30-0
2399,45,0,45-0
2400,55,1,55-1
2401,65,0,65-0
2402,65,0,65-0
2403,55,1,55-1
2404,50,0,50-0
2405,65,1,65-1
2406,40,1,40-1
2407,65,0,65-0
2408,20,0,20-0
2409,70,1,70-1
2410,70,0,70-0
2411,60,1,60-1
2412,60,0,60-0
2413,35,1,35-1
2414,20,1,20-1
2415,60,1,60-1
2416,45,0,45-0
2417,55,0,55-0
2418,45,0,45-0
2419,60,1,60-1
2420,50,1,50-1
2421,20,1,20-1
2422,50,0,50-0
2423,20,1,20-1
2424,25,1,25-1
2425,40,0,40-0
2426,25,1,25-1
2427,50,0,50-0
2428,45,0,45-0
2429,70,0,70-0
2430,25,1,25-1
2431,45,0,45-0
2432,60,1,60-1
2433,50,0,50-0
2434,25,1,25-1
2435,55,0,55-0
2436,40,0,40-0
2437,60,1,60-1
2438,30,1,30-1
2439,45,1,45-1
2440,45,1,45-1
2441,50,0,50-0
2442,50,0,50-0
2443,40,0,40-0
2444,65,0,65-0
2445,45,0,45-0
2446,55,1,55-1
2447,55,1,55-1
2448,70,1,70-1
2449,55,0,55-0
2450,75,0,75-0
2451,25,0,25-0
2452,45,0,45-0
2453,60,0,60-0
2454,30,0,30-0
2455,50,1,50-1
2456,60,1,60-1
2457,50,0,50-0
2458,65,1,65-1
2459,25,1,25-1
2460,50,1,50-1
2461,40,1,40-1
2462,35,0,35-0
2463,70,0,70-0
2464,65,1,65-1
2465,35,0,35-0
2466,60,0,60-0
2467,75,0,75-0
2468,60,1,60-1
2469,75,1,75-1
2470,35,0,35-0
2471,20,1,20-1
2472,25,0,25-0
2473,25,1,25-1
2474,70,1,70-1
2475,85,0,85-0
2476,20,0,20-0
2477,50,0,50-0
2478,50,0,50-0
2479,80,0,80-0
2480,30,1,30-1
2481,60,0,60-0
2482,20,0,20-0
2483,20,1,20-1
2484,70,0,70-0
2485,25,1,25-1
2486,70,0,70-0
2487,50,0,50-0
2488,75,1,75-1
2489,20,1,20-1
2490,45,0,45-0
2491,30,0,30-0
2492,25,1,25-1
2493,15,1,15-1
2494,25,0,25-0
2495,55,1,55-1
2496,70,1,70-1
2497,70,1,70-1
2498,40,0,40-0
2499,40,0,40-0
2500,45,0,45-0
2501,65,1,65-1
2502,65,1,65-1
2503,55,1,55-1
2504,60,0,60-0
2505,65,1,65-1
2506,60,0,60-0
2507,35,0,35-0
2508,50,0,50-0
2509,65,1,65-1
2510,35,0,35-0
2511,45,0,45-0
2512,45,0,45-0
2513,70,0,70-0
2514,40,1,40-1
2515,85,0,85-0
2516,65,0,65-0
2517,55,1,55-1
2518,40,0,40-0
2519,75,0,75-0
2520,40,1,40-1
2521,55,0,55-0
2522,70,0,70-0
2523,35,0,35-0
2524,25,0,25-0
2525,60,1,60-1
2526,65,1,65-1
2527,55,1,55-1
2528,35,1,35-1
2529,70,1,70-1
2530,50,0,50-0
2531,30,0,30-0
2532,65,0,65-0
2533,35,1,35-1
2534,60,1,60-1
2535,55,1,55-1
2536,35,1,35-1
2537,45,1,45-1
2538,50,1,50-1
2539,50,0,50-0
2540,30,0,30-0
2541,60,0,60-0
2542,20,1,20-1
2543,25,1,25-1
2544,55,0,55-0
2545,60,0,60-0
2546,60,0,60-0
2547,15,0,15-0
2548,65,1,65-1
2549,45,1,45-1
2550,45,1,45-1
2551,55,1,55-1
2552,60,0,60-0
2553,20,1,20-1
2554,85,0,85-0
2555,65,0,65-0
2556,65,0,65-0
2557,45,1,45-1
2558,45,1,45-1
2559,35,0,35-0
2560,75,0,75-0
2561,70,1,70-1
2562,70,0,70-0
2563,50,0,50-0
2564,45,0,45-0
2565,60,1,60-1
2566,45,0,45-0
2567,30,1,30-1
2568,60,1,60-1
2569,55,1,55-1
2570,65,0,65-0
2571,40,1,40-1
2572,55,1,55-1
2573,40,1,40-1
2574,70,0,70-0
2575,50,0,50-0
2576,60,1,60-1
2577,50,1,50-1
2578,30,0,30-0
2579,75,0,75-0
2580,50,1,50-1
2581,55,0,55-0
2582,25,0,25-0
2583,30,0,30-0
2584,20,1,20-1
2585,40,0,40-0
2586,50,1,50-1
2587,55,1,55-1
2588,45,1,45-1
2589,40,0,40-0
2590,80,0,80-0
2591,55,1,55-1
2592,75,0,75-0
2593,40,1,40-1
2594,20,0,20-0
2595,60,1,60-1
2596,70,1,70-1
2597,65,1,65-1
2598,45,1,45-1
2599,60,0,60-0
2600,25,0,25-0
2601,70,0,70-0
2602,55,1,55-1
2603,55,0,55-0
2604,20,1,20-1
2605,65,0,65-0
2606,40,1,40-1
2607,50,1,50-1
2608,70,0,70-0
2609,65,1,65-1
2610,70,0,70-0
2611,65,0,65-0
2612,65,1,65-1
2613,60,0,60-0
2614,60,1,60-1
2615,65,1,65-1
2616,30,1,30-1
2617,65,0,65-0
2618,65,1,65-1
2619,65,0,65-0
2620,50,0,50-0
2621,45,1,45-1
2622,40,0,40-0
2623,20,0,20-0
2624,80,1,80-1
2625,15,0,15-0
2626,35,1,35-1
2627,65,0,65-0
2628,20,0,20-0
2629,75,1,75-1
2630,55,0,55-0
2631,75,0,75-0
